Time,Time,Volume,Open,Close,High,Low
2022-07-12 16:00:00,2022-07-12 16:00:00,1122742,232.31,231.42,233.14,230.86
2022-07-12 17:00:00,2022-07-12 17:00:00,1118803,231.42,232.06,232.55,230.18
2022-07-12 18:00:00,2022-07-12 18:00:00,1119697,232.07,230.31,232.25,230.01
2022-07-12 19:00:00,2022-07-12 19:00:00,2129124,230.25,230.76,231.33,228.2
2022-07-12 20:00:00,2022-07-12 20:00:00,1534715,230.77,230.51,231.28,230.46
2022-07-12 21:00:00,2022-07-12 21:00:00,21521,230.67,229.75,230.67,229.68
2022-07-12 22:00:00,2022-07-12 22:00:00,7109,229.85,230.18,230.47,229.85
2022-07-13 11:00:00,2022-07-13 11:00:00,5491,231.2,231.67,231.76,231.07
2022-07-13 12:00:00,2022-07-13 12:00:00,805382,231.5,224.03,233.93,221.66
2022-07-13 13:00:00,2022-07-13 13:00:00,4466576,223.97,232.69,233.38,222.78
2022-07-13 14:00:00,2022-07-13 14:00:00,4984985,232.6,237.72,239.62,229.68
2022-07-13 15:00:00,2022-07-13 15:00:00,2350218,237.79,236.45,238.62,235.05
2022-07-13 16:00:00,2022-07-13 16:00:00,1341594,236.41,238.28,238.38,235.64
2022-07-13 17:00:00,2022-07-13 17:00:00,1328206,238.27,238.92,239.24,237.27
2022-07-13 18:00:00,2022-07-13 18:00:00,1402609,238.92,238.15,239.1,236.5
2022-07-13 19:00:00,2022-07-13 19:00:00,2446164,238.21,234.49,238.25,234.48
2022-07-13 20:00:00,2022-07-13 20:00:00,1191833,234.49,234.36,235.74,233.64
2022-07-13 21:00:00,2022-07-13 21:00:00,51245,234.36,233.59,234.47,233.05
2022-07-13 22:00:00,2022-07-13 22:00:00,46018,233.58,232.65,233.7,232.39
2022-07-14 11:00:00,2022-07-14 11:00:00,12758,231.46,231.37,231.83,230.34
2022-07-14 12:00:00,2022-07-14 12:00:00,113048,231.36,232.96,233.15,230.7
2022-07-14 13:00:00,2022-07-14 13:00:00,3819873,232.98,228.28,234.43,228.22
2022-07-14 14:00:00,2022-07-14 14:00:00,2839079,228.25,230.21,230.98,227.05
2022-07-14 15:00:00,2022-07-14 15:00:00,1891318,230.23,232.53,233.1,230.18
2022-07-14 16:00:00,2022-07-14 16:00:00,1141309,232.54,230.1,233.08,229.39
2022-07-14 17:00:00,2022-07-14 17:00:00,838442,230.18,231.33,232.16,229.63
2022-07-14 18:00:00,2022-07-14 18:00:00,1223385,231.37,233.17,234.14,231.18
2022-07-14 19:00:00,2022-07-14 19:00:00,2459830,233.18,235.92,236.36,232.35
2022-07-14 20:00:00,2022-07-14 20:00:00,1258318,235.93,235.68,236.43,235.55
2022-07-14 21:00:00,2022-07-14 21:00:00,12182,235.69,235.79,235.87,235.39
2022-07-14 22:00:00,2022-07-14 22:00:00,12855,235.72,236.17,236.28,235.37
2022-07-15 11:00:00,2022-07-15 11:00:00,5821,236.63,235.49,236.78,235.34
2022-07-15 12:00:00,2022-07-15 12:00:00,186352,235.33,237.04,237.51,234.37
2022-07-15 13:00:00,2022-07-15 13:00:00,3661485,237.07,237.44,243.9,236.26
2022-07-15 14:00:00,2022-07-15 14:00:00,2485206,237.64,236.04,239.14,234.52
2022-07-15 15:00:00,2022-07-15 15:00:00,1392906,236.11,237.41,238.18,235.76
2022-07-15 16:00:00,2022-07-15 16:00:00,1090861,237.41,237.44,237.77,235.79
2022-07-15 17:00:00,2022-07-15 17:00:00,854606,237.42,237.66,238.1,236.97
2022-07-15 18:00:00,2022-07-15 18:00:00,705352,237.7,236.55,237.85,236.48
2022-07-15 19:00:00,2022-07-15 19:00:00,2133109,236.53,237.66,237.7,236.12
2022-07-15 20:00:00,2022-07-15 20:00:00,1770179,237.65,237.6,237.68,237.4
2022-07-15 21:00:00,2022-07-15 21:00:00,30103,237.59,237.42,237.63,236.98
2022-07-15 22:00:00,2022-07-15 22:00:00,5955,237.31,237.53,237.6,237.18
2022-07-16 07:00:00,2022-07-16 07:00:00,158,237.06,236.95,238.06,235.16
2022-07-16 08:00:00,2022-07-16 08:00:00,82,235.79,236.86,237.33,235.79
2022-07-16 09:00:00,2022-07-16 09:00:00,21,236.95,236.34,237.25,236.34
2022-07-16 10:00:00,2022-07-16 10:00:00,42,237.72,236.89,238.06,236.89
2022-07-16 11:00:00,2022-07-16 11:00:00,64,237.93,236.59,237.93,236.51
2022-07-16 12:00:00,2022-07-16 12:00:00,21,236.51,236.34,237.46,236.34
2022-07-16 13:00:00,2022-07-16 13:00:00,55,237.42,237.63,237.93,236.46
2022-07-16 14:00:00,2022-07-16 14:00:00,9,237.72,236.59,237.72,236.59
2022-07-16 15:00:00,2022-07-16 15:00:00,36,237.63,236.85,238.02,236.85
2022-07-17 07:00:00,2022-07-17 07:00:00,115,236.68,236.93,238.36,236.68
2022-07-17 08:00:00,2022-07-17 08:00:00,179,238.02,237.83,239.44,237.49
2022-07-17 09:00:00,2022-07-17 09:00:00,379,237.62,232.62,237.62,231.72
2022-07-17 10:00:00,2022-07-17 10:00:00,215,233.68,236.72,238.02,233.68
2022-07-17 11:00:00,2022-07-17 11:00:00,12,236.51,236.25,236.51,236.25
2022-07-17 12:00:00,2022-07-17 12:00:00,39,236.17,237.12,237.16,235.91
2022-07-17 13:00:00,2022-07-17 13:00:00,21,237.46,237.46,237.46,237.46
2022-07-17 14:00:00,2022-07-17 14:00:00,18,236.68,237.54,237.63,236.51
2022-07-17 15:00:00,2022-07-17 15:00:00,73,237.63,238.09,239.26,237.63
2022-07-18 11:00:00,2022-07-18 11:00:00,9248,242.55,242.63,242.8,242.16
2022-07-18 12:00:00,2022-07-18 12:00:00,175136,242.55,242.79,243.83,242.07
2022-07-18 13:00:00,2022-07-18 13:00:00,4596203,242.68,246.47,247.57,241.31
2022-07-18 14:00:00,2022-07-18 14:00:00,3045636,246.51,246.49,246.82,243.0
2022-07-18 15:00:00,2022-07-18 15:00:00,2182724,246.5,246.09,248.0,245.64
2022-07-18 16:00:00,2022-07-18 16:00:00,1178273,246.1,245.93,246.94,244.28
2022-07-18 17:00:00,2022-07-18 17:00:00,1657991,245.93,242.02,246.63,241.42
2022-07-18 18:00:00,2022-07-18 18:00:00,1499736,241.99,239.33,242.33,238.9
2022-07-18 19:00:00,2022-07-18 19:00:00,2243697,239.29,238.22,240.49,237.2
2022-07-18 20:00:00,2022-07-18 20:00:00,1238394,238.14,238.4,238.47,237.93
2022-07-18 21:00:00,2022-07-18 21:00:00,9912,238.33,238.7,238.89,238.19
2022-07-18 22:00:00,2022-07-18 22:00:00,6373,238.7,238.74,238.85,238.4
2022-07-19 11:00:00,2022-07-19 11:00:00,3994,241.56,241.33,241.8,240.7
2022-07-19 12:00:00,2022-07-19 12:00:00,47864,241.33,241.83,242.04,241.11
2022-07-19 13:00:00,2022-07-19 13:00:00,3442236,241.83,240.13,244.37,237.49
2022-07-19 14:00:00,2022-07-19 14:00:00,2974958,240.1,239.71,240.17,234.63
2022-07-19 15:00:00,2022-07-19 15:00:00,1618933,239.71,240.66,240.9,237.94
2022-07-19 16:00:00,2022-07-19 16:00:00,1135364,240.62,239.88,240.71,238.43
2022-07-19 17:00:00,2022-07-19 17:00:00,1514152,239.88,242.52,243.01,239.71
2022-07-19 18:00:00,2022-07-19 18:00:00,1613315,242.54,243.66,244.66,242.54
2022-07-19 19:00:00,2022-07-19 19:00:00,2413891,243.68,242.99,244.35,241.91
2022-07-19 20:00:00,2022-07-19 20:00:00,1912082,242.97,244.59,244.67,242.87
2022-07-19 21:00:00,2022-07-19 21:00:00,81724,244.58,245.28,245.52,244.19
2022-07-19 22:00:00,2022-07-19 22:00:00,36655,245.22,244.73,245.36,244.2
2022-07-20 11:00:00,2022-07-20 11:00:00,2582,245.6,245.19,245.64,244.9
2022-07-20 12:00:00,2022-07-20 12:00:00,117118,245.19,244.3,245.69,244.27
2022-07-20 13:00:00,2022-07-20 13:00:00,3733342,244.3,242.26,248.16,241.58
2022-07-20 14:00:00,2022-07-20 14:00:00,3843648,242.18,246.69,247.53,241.06
2022-07-20 15:00:00,2022-07-20 15:00:00,1418052,246.68,245.65,246.76,244.24
2022-07-20 16:00:00,2022-07-20 16:00:00,1283961,245.66,245.16,247.16,243.62
2022-07-20 17:00:00,2022-07-20 17:00:00,1255936,245.05,243.69,245.2,243.24
2022-07-20 18:00:00,2022-07-20 18:00:00,782770,243.65,245.02,246.09,243.61
2022-07-20 19:00:00,2022-07-20 19:00:00,1968673,245.05,244.97,246.39,244.56
2022-07-20 20:00:00,2022-07-20 20:00:00,4104745,245.03,245.85,256.74,242.95
2022-07-20 21:00:00,2022-07-20 21:00:00,512076,245.62,247.8,249.8,244.86
2022-07-20 22:00:00,2022-07-20 22:00:00,146488,247.8,247.04,247.83,246.18
2022-07-21 11:00:00,2022-07-21 11:00:00,10630,251.15,251.49,251.67,250.14
2022-07-21 12:00:00,2022-07-21 12:00:00,379579,251.46,252.12,252.76,250.55
2022-07-21 13:00:00,2022-07-21 13:00:00,7116542,252.12,259.71,260.37,252.12
2022-07-21 14:00:00,2022-07-21 14:00:00,5179570,259.73,260.53,261.18,256.59
2022-07-21 15:00:00,2022-07-21 15:00:00,3115609,260.55,263.76,264.0,260.09
2022-07-21 16:00:00,2022-07-21 16:00:00,3390058,263.73,268.04,269.12,263.67
2022-07-21 17:00:00,2022-07-21 17:00:00,2527385,268.04,268.82,269.06,267.11
2022-07-21 18:00:00,2022-07-21 18:00:00,1914627,268.86,269.41,270.54,268.34
2022-07-21 19:00:00,2022-07-21 19:00:00,3171055,269.42,269.01,270.43,268.29
2022-07-21 20:00:00,2022-07-21 20:00:00,2145676,269.0,267.55,269.94,266.97
2022-07-21 21:00:00,2022-07-21 21:00:00,26015,267.57,267.81,267.96,267.4
2022-07-21 22:00:00,2022-07-21 22:00:00,19418,267.9,268.13,268.13,265.65
2022-07-22 11:00:00,2022-07-22 11:00:00,24533,270.1,273.17,273.21,269.94
2022-07-22 12:00:00,2022-07-22 12:00:00,345994,273.1,273.2,273.9,271.95
2022-07-22 13:00:00,2022-07-22 13:00:00,4836861,273.2,273.66,277.66,269.94
2022-07-22 14:00:00,2022-07-22 14:00:00,3069745,273.7,275.51,278.0,272.64
2022-07-22 15:00:00,2022-07-22 15:00:00,3331945,275.49,272.17,275.9,268.29
2022-07-22 16:00:00,2022-07-22 16:00:00,1633479,272.17,271.98,272.96,270.17
2022-07-22 17:00:00,2022-07-22 17:00:00,1151545,272.02,270.6,272.03,269.69
2022-07-22 18:00:00,2022-07-22 18:00:00,1578367,270.55,268.79,270.7,268.01
2022-07-22 19:00:00,2022-07-22 19:00:00,2281976,268.74,269.65,270.78,268.24
2022-07-22 20:00:00,2022-07-22 20:00:00,1932079,269.52,269.27,269.66,268.95
2022-07-22 21:00:00,2022-07-22 21:00:00,36097,269.27,269.31,269.61,269.22
2022-07-22 22:00:00,2022-07-22 22:00:00,5203,269.31,269.28,269.51,268.95
2022-07-23 12:00:00,2022-07-23 12:00:00,27,268.96,269.6,269.6,268.46
2022-07-23 13:00:00,2022-07-23 13:00:00,27,268.41,269.49,269.6,268.3
2022-07-23 14:00:00,2022-07-23 14:00:00,30,268.3,267.97,269.38,267.86
2022-07-23 15:00:00,2022-07-23 15:00:00,106,267.86,268.41,270.48,267.86
2022-07-24 07:00:00,2022-07-24 07:00:00,139,267.81,266.99,269.49,266.08
2022-07-24 08:00:00,2022-07-24 08:00:00,82,267.47,268.19,269.21,266.78
2022-07-24 09:00:00,2022-07-24 09:00:00,30,269.38,267.76,269.38,267.65
2022-07-24 10:00:00,2022-07-24 10:00:00,3,267.65,267.65,267.65,267.65
2022-07-24 11:00:00,2022-07-24 11:00:00,24,267.48,268.72,268.72,267.48
2022-07-24 12:00:00,2022-07-24 12:00:00,18,267.54,268.94,268.94,267.54
2022-07-24 13:00:00,2022-07-24 13:00:00,52,267.76,268.41,270.04,267.76
2022-07-24 14:00:00,2022-07-24 14:00:00,48,269.65,267.76,270.04,267.76
2022-07-24 15:00:00,2022-07-24 15:00:00,227,267.86,268.74,270.7,267.65
2022-07-25 11:00:00,2022-07-25 11:00:00,4767,273.08,273.14,273.82,273.02
2022-07-25 12:00:00,2022-07-25 12:00:00,116500,273.16,272.19,273.17,271.59
2022-07-25 13:00:00,2022-07-25 13:00:00,3488252,272.17,268.85,272.42,265.7
2022-07-25 14:00:00,2022-07-25 14:00:00,2003545,268.81,268.74,270.42,266.82
2022-07-25 15:00:00,2022-07-25 15:00:00,1121545,268.72,268.11,269.02,267.1
2022-07-25 16:00:00,2022-07-25 16:00:00,930845,268.12,268.15,268.74,266.47
2022-07-25 17:00:00,2022-07-25 17:00:00,688109,268.19,266.37,268.77,266.15
2022-07-25 18:00:00,2022-07-25 18:00:00,848509,266.31,266.34,267.43,265.52
2022-07-25 19:00:00,2022-07-25 19:00:00,2144430,266.33,265.7,266.67,264.73
2022-07-25 20:00:00,2022-07-25 20:00:00,1881764,265.75,265.78,266.1,265.05
2022-07-25 21:00:00,2022-07-25 21:00:00,15788,265.8,265.22,265.98,265.17
2022-07-25 22:00:00,2022-07-25 22:00:00,42715,265.32,264.79,267.3,264.61
2022-07-26 11:00:00,2022-07-26 11:00:00,5479,263.08,263.01,263.27,262.75
2022-07-26 12:00:00,2022-07-26 12:00:00,56091,262.9,262.85,263.4,262.57
2022-07-26 13:00:00,2022-07-26 13:00:00,2619088,262.85,261.02,264.62,260.1
2022-07-26 14:00:00,2022-07-26 14:00:00,2128739,260.95,260.79,261.95,258.92
2022-07-26 15:00:00,2022-07-26 15:00:00,2801758,260.76,254.3,261.18,253.93
2022-07-26 16:00:00,2022-07-26 16:00:00,1562867,254.31,255.81,255.92,253.71
2022-07-26 17:00:00,2022-07-26 17:00:00,1048770,255.81,255.52,256.94,255.23
2022-07-26 18:00:00,2022-07-26 18:00:00,759612,255.56,255.81,256.28,255.11
2022-07-26 19:00:00,2022-07-26 19:00:00,1743952,255.76,256.2,256.66,254.7
2022-07-26 20:00:00,2022-07-26 20:00:00,1390173,256.21,258.98,259.05,255.59
2022-07-26 21:00:00,2022-07-26 21:00:00,33703,258.93,258.14,259.03,257.64
2022-07-26 22:00:00,2022-07-26 22:00:00,64806,258.23,258.41,259.48,258.23
2022-07-27 11:00:00,2022-07-27 11:00:00,7924,261.15,260.9,261.27,255.93
2022-07-27 12:00:00,2022-07-27 12:00:00,83170,260.86,261.22,261.63,260.61
2022-07-27 13:00:00,2022-07-27 13:00:00,2633221,261.24,262.68,263.65,259.16
2022-07-27 14:00:00,2022-07-27 14:00:00,2912182,262.68,266.9,267.43,262.2
2022-07-27 15:00:00,2022-07-27 15:00:00,1387221,266.95,266.21,267.62,265.69
2022-07-27 16:00:00,2022-07-27 16:00:00,1305624,266.2,267.14,268.94,266.02
2022-07-27 17:00:00,2022-07-27 17:00:00,743779,267.13,268.46,268.46,266.43
2022-07-27 18:00:00,2022-07-27 18:00:00,3347694,268.46,271.64,272.74,266.11
2022-07-27 19:00:00,2022-07-27 19:00:00,3067300,271.77,271.93,273.17,270.82
2022-07-27 20:00:00,2022-07-27 20:00:00,4115803,271.92,271.67,272.15,270.66
2022-07-27 21:00:00,2022-07-27 21:00:00,15894,271.59,271.18,271.64,270.93
2022-07-27 22:00:00,2022-07-27 22:00:00,11821,271.17,271.17,271.26,270.85
2022-07-28 11:00:00,2022-07-28 11:00:00,10770,274.3,275.86,276.35,274.04
2022-07-28 12:00:00,2022-07-28 12:00:00,388915,275.88,276.61,277.67,273.93
2022-07-28 13:00:00,2022-07-28 13:00:00,4118391,276.61,273.31,280.47,272.48
2022-07-28 14:00:00,2022-07-28 14:00:00,3376709,273.41,275.48,275.55,270.08
2022-07-28 15:00:00,2022-07-28 15:00:00,2256891,275.51,277.07,278.51,275.11
2022-07-28 16:00:00,2022-07-28 16:00:00,1121839,277.09,276.26,277.33,274.6
2022-07-28 17:00:00,2022-07-28 17:00:00,775942,276.25,277.27,277.69,275.67
2022-07-28 18:00:00,2022-07-28 18:00:00,1158594,277.27,278.85,279.18,277.0
2022-07-28 19:00:00,2022-07-28 19:00:00,1919412,278.9,278.11,279.17,277.3
2022-07-28 20:00:00,2022-07-28 20:00:00,1515885,278.14,281.27,281.72,277.76
2022-07-28 21:00:00,2022-07-28 21:00:00,57127,281.49,281.12,281.53,280.57
2022-07-28 22:00:00,2022-07-28 22:00:00,25861,281.12,280.69,281.12,279.51
2022-07-29 11:00:00,2022-07-29 11:00:00,4948,281.98,281.61,282.23,281.39
2022-07-29 12:00:00,2022-07-29 12:00:00,138203,281.59,279.55,281.99,279.55
2022-07-29 13:00:00,2022-07-29 13:00:00,3846491,279.63,283.03,284.13,276.31
2022-07-29 14:00:00,2022-07-29 14:00:00,2690370,283.09,284.03,286.24,282.53
2022-07-29 15:00:00,2022-07-29 15:00:00,1773803,284.0,284.86,285.59,283.17
2022-07-29 16:00:00,2022-07-29 16:00:00,1135094,284.88,284.7,285.65,283.94
2022-07-29 17:00:00,2022-07-29 17:00:00,1253645,284.75,286.21,286.76,284.02
2022-07-29 18:00:00,2022-07-29 18:00:00,2025245,286.28,289.97,289.97,286.12
2022-07-29 19:00:00,2022-07-29 19:00:00,5048858,289.95,294.18,295.34,289.58
2022-07-29 20:00:00,2022-07-29 20:00:00,2498333,294.18,293.67,294.35,293.6
2022-07-29 21:00:00,2022-07-29 21:00:00,28152,293.67,292.81,293.75,292.76
2022-07-29 22:00:00,2022-07-29 22:00:00,10921,292.82,293.17,293.33,292.75
2022-07-30 07:00:00,2022-07-30 07:00:00,1021,270.15,291.65,293.79,270.15
2022-07-30 08:00:00,2022-07-30 08:00:00,185,290.42,291.45,293.27,289.65
2022-07-30 09:00:00,2022-07-30 09:00:00,179,291.26,290.29,292.62,289.47
2022-07-30 10:00:00,2022-07-30 10:00:00,309,291.59,290.44,291.97,288.14
2022-07-30 11:00:00,2022-07-30 11:00:00,224,289.15,289.78,291.85,289.15
2022-07-30 12:00:00,2022-07-30 12:00:00,173,291.08,289.72,291.53,289.4
2022-07-30 13:00:00,2022-07-30 13:00:00,136,290.82,291.59,291.72,289.65
2022-07-30 14:00:00,2022-07-30 14:00:00,115,291.72,291.91,291.91,290.04
2022-07-30 15:00:00,2022-07-30 15:00:00,58,290.74,290.55,291.97,290.42
2022-07-31 07:00:00,2022-07-31 07:00:00,215,290.42,290.55,292.62,288.77
2022-07-31 08:00:00,2022-07-31 08:00:00,203,291.46,291.46,292.49,289.72
2022-07-31 09:00:00,2022-07-31 09:00:00,100,291.59,290.69,291.97,289.65
2022-07-31 10:00:00,2022-07-31 10:00:00,91,290.82,291.72,291.91,290.17
2022-07-31 11:00:00,2022-07-31 11:00:00,385,292.1,291.97,293.6,288.58
2022-07-31 12:00:00,2022-07-31 12:00:00,197,292.49,291.72,292.62,290.42
2022-07-31 13:00:00,2022-07-31 13:00:00,285,290.42,292.1,296.03,290.17
2022-07-31 14:00:00,2022-07-31 14:00:00,115,291.97,290.68,293.27,290.68
2022-07-31 15:00:00,2022-07-31 15:00:00,576,291.97,293.07,296.09,290.55
2022-08-01 11:00:00,2022-08-01 11:00:00,16200,297.57,298.7,299.62,297.32
2022-08-01 12:00:00,2022-08-01 12:00:00,293752,298.75,298.32,298.95,297.99
2022-08-01 13:00:00,2022-08-01 13:00:00,6483467,298.25,305.31,308.75,295.72
2022-08-01 14:00:00,2022-08-01 14:00:00,4733745,305.32,300.3,306.73,298.95
2022-08-01 15:00:00,2022-08-01 15:00:00,3440906,300.27,301.7,302.77,297.08
2022-08-01 16:00:00,2022-08-01 16:00:00,1409285,301.76,298.05,302.76,297.41
2022-08-01 17:00:00,2022-08-01 17:00:00,2537058,298.07,294.86,298.24,292.03
2022-08-01 18:00:00,2022-08-01 18:00:00,1778288,294.86,298.19,298.58,293.95
2022-08-01 19:00:00,2022-08-01 19:00:00,2218694,298.2,294.36,298.49,293.11
2022-08-01 20:00:00,2022-08-01 20:00:00,1248888,294.34,294.44,294.98,293.87
2022-08-01 21:00:00,2022-08-01 21:00:00,25594,294.53,295.25,295.67,294.36
2022-08-01 22:00:00,2022-08-01 22:00:00,7227,295.07,294.96,295.35,294.89
2022-08-02 11:00:00,2022-08-02 11:00:00,6533,293.54,292.53,293.83,292.13
2022-08-02 12:00:00,2022-08-02 12:00:00,181652,292.53,290.6,293.21,288.92
2022-08-02 13:00:00,2022-08-02 13:00:00,3004109,290.47,295.94,298.1,289.74
2022-08-02 14:00:00,2022-08-02 14:00:00,3588121,295.92,302.25,303.6,291.86
2022-08-02 15:00:00,2022-08-02 15:00:00,1905330,302.31,301.79,303.17,298.88
2022-08-02 16:00:00,2022-08-02 16:00:00,1705094,301.71,303.02,304.78,299.78
2022-08-02 17:00:00,2022-08-02 17:00:00,2125561,303.02,299.56,303.92,296.47
2022-08-02 18:00:00,2022-08-02 18:00:00,1423909,299.51,300.15,302.51,298.42
2022-08-02 19:00:00,2022-08-02 19:00:00,2316988,300.12,297.5,300.96,297.31
2022-08-02 20:00:00,2022-08-02 20:00:00,1157524,297.58,298.01,298.52,296.44
2022-08-02 21:00:00,2022-08-02 21:00:00,14673,298.02,297.83,298.42,297.81
2022-08-02 22:00:00,2022-08-02 22:00:00,5270,297.82,297.96,297.99,297.65
2022-08-03 11:00:00,2022-08-03 11:00:00,17448,304.03,303.16,304.08,302.63
2022-08-03 12:00:00,2022-08-03 12:00:00,101597,303.01,303.04,304.26,302.81
2022-08-03 13:00:00,2022-08-03 13:00:00,3949097,303.05,302.2,306.46,300.27
2022-08-03 14:00:00,2022-08-03 14:00:00,2968785,302.15,301.45,303.93,298.12
2022-08-03 15:00:00,2022-08-03 15:00:00,1317533,301.52,301.69,302.43,300.3
2022-08-03 16:00:00,2022-08-03 16:00:00,1840376,301.7,304.91,306.02,300.3
2022-08-03 17:00:00,2022-08-03 17:00:00,1006285,304.86,304.39,305.33,302.98
2022-08-03 18:00:00,2022-08-03 18:00:00,1241739,304.39,304.9,306.37,303.76
2022-08-03 19:00:00,2022-08-03 19:00:00,2285642,304.92,304.34,305.67,304.22
2022-08-03 20:00:00,2022-08-03 20:00:00,1686882,304.34,304.57,304.89,303.36
2022-08-03 21:00:00,2022-08-03 21:00:00,15121,304.62,304.68,304.87,304.34
2022-08-03 22:00:00,2022-08-03 22:00:00,5782,304.74,304.57,304.77,304.34
2022-08-04 11:00:00,2022-08-04 11:00:00,11100,308.04,307.9,308.84,307.79
2022-08-04 12:00:00,2022-08-04 12:00:00,111858,307.95,308.91,309.0,307.38
2022-08-04 13:00:00,2022-08-04 13:00:00,3087527,308.91,308.42,310.47,305.78
2022-08-04 14:00:00,2022-08-04 14:00:00,3566379,308.51,305.58,310.2,303.21
2022-08-04 15:00:00,2022-08-04 15:00:00,1597594,305.6,304.58,305.8,301.95
2022-08-04 16:00:00,2022-08-04 16:00:00,1086970,304.6,304.31,306.15,303.37
2022-08-04 17:00:00,2022-08-04 17:00:00,641900,304.35,304.86,305.56,304.04
2022-08-04 18:00:00,2022-08-04 18:00:00,742585,304.79,304.44,305.07,303.28
2022-08-04 19:00:00,2022-08-04 19:00:00,2089376,304.41,305.51,306.2,303.86
2022-08-04 20:00:00,2022-08-04 20:00:00,1204564,305.54,305.92,306.48,305.39
2022-08-04 21:00:00,2022-08-04 21:00:00,24461,305.95,306.24,306.48,305.91
2022-08-04 22:00:00,2022-08-04 22:00:00,44627,306.34,306.57,307.56,305.71
2022-08-05 11:00:00,2022-08-05 11:00:00,2852,303.74,304.58,304.88,303.44
2022-08-05 12:00:00,2022-08-05 12:00:00,432245,304.76,300.07,305.25,298.32
2022-08-05 13:00:00,2022-08-05 13:00:00,3712079,300.07,296.56,301.24,296.01
2022-08-05 14:00:00,2022-08-05 14:00:00,2954352,296.55,296.24,301.0,295.71
2022-08-05 15:00:00,2022-08-05 15:00:00,3643442,296.25,288.59,296.59,287.83
2022-08-05 16:00:00,2022-08-05 16:00:00,2503564,288.62,289.08,290.37,286.61
2022-08-05 17:00:00,2022-08-05 17:00:00,1910770,289.08,288.24,291.82,287.12
2022-08-05 18:00:00,2022-08-05 18:00:00,1948327,288.28,284.63,288.52,283.87
2022-08-05 19:00:00,2022-08-05 19:00:00,3809770,284.62,285.29,286.44,282.69
2022-08-05 20:00:00,2022-08-05 20:00:00,1818958,285.29,285.45,285.94,283.97
2022-08-05 21:00:00,2022-08-05 21:00:00,37570,285.45,284.63,285.46,284.51
2022-08-05 22:00:00,2022-08-05 22:00:00,11415,284.61,284.86,285.02,284.58
2022-08-06 07:00:00,2022-08-06 07:00:00,552,284.28,287.47,288.79,281.97
2022-08-06 08:00:00,2022-08-06 08:00:00,239,286.26,288.03,289.17,286.01
2022-08-06 09:00:00,2022-08-06 09:00:00,230,288.28,287.16,288.79,285.02
2022-08-06 10:00:00,2022-08-06 10:00:00,85,287.28,286.26,288.16,285.63
2022-08-06 11:00:00,2022-08-06 11:00:00,158,287.6,286.57,289.04,285.7
2022-08-06 12:00:00,2022-08-06 12:00:00,118,286.13,286.63,287.91,285.95
2022-08-06 13:00:00,2022-08-06 13:00:00,27,286.51,286.26,287.78,286.26
2022-08-06 14:00:00,2022-08-06 14:00:00,200,286.13,287.41,289.55,285.76
2022-08-06 15:00:00,2022-08-06 15:00:00,73,286.13,287.41,288.03,286.01
2022-08-07 07:00:00,2022-08-07 07:00:00,315,286.13,287.41,288.16,285.08
2022-08-07 08:00:00,2022-08-07 08:00:00,118,286.01,287.53,287.91,285.45
2022-08-07 09:00:00,2022-08-07 09:00:00,345,287.66,284.34,288.72,283.0
2022-08-07 10:00:00,2022-08-07 10:00:00,1764,284.03,281.73,285.92,279.04
2022-08-07 11:00:00,2022-08-07 11:00:00,745,282.98,282.51,285.3,281.36
2022-08-07 12:00:00,2022-08-07 12:00:00,264,283.77,282.33,284.87,282.03
2022-08-07 13:00:00,2022-08-07 13:00:00,97,283.71,283.3,284.5,282.57
2022-08-07 14:00:00,2022-08-07 14:00:00,191,284.44,282.82,285.36,282.57
2022-08-07 15:00:00,2022-08-07 15:00:00,348,282.57,283.77,284.56,280.29
2022-08-08 11:00:00,2022-08-08 11:00:00,9721,290.37,291.0,291.4,289.08
2022-08-08 12:00:00,2022-08-08 12:00:00,136618,290.93,292.1,292.38,290.59
2022-08-08 13:00:00,2022-08-08 13:00:00,4553024,292.1,298.16,300.35,285.45
2022-08-08 14:00:00,2022-08-08 14:00:00,3075036,298.25,300.24,302.15,296.51
2022-08-08 15:00:00,2022-08-08 15:00:00,1624970,300.27,298.57,301.21,297.02
2022-08-08 16:00:00,2022-08-08 16:00:00,1746970,298.56,294.69,299.46,293.24
2022-08-08 17:00:00,2022-08-08 17:00:00,1382321,294.54,292.88,297.66,292.39
2022-08-08 18:00:00,2022-08-08 18:00:00,2237973,292.88,287.72,293.07,286.29
2022-08-08 19:00:00,2022-08-08 19:00:00,2710458,287.7,287.48,290.07,286.2
2022-08-08 20:00:00,2022-08-08 20:00:00,1182855,287.48,288.75,288.75,286.85
2022-08-08 21:00:00,2022-08-08 21:00:00,10718,288.75,288.73,288.75,288.27
2022-08-08 22:00:00,2022-08-08 22:00:00,19603,288.69,289.04,289.21,288.59
2022-08-09 11:00:00,2022-08-09 11:00:00,6103,286.6,285.93,288.42,285.64
2022-08-09 12:00:00,2022-08-09 12:00:00,70164,285.95,286.93,287.03,285.59
2022-08-09 13:00:00,2022-08-09 13:00:00,3065330,286.93,281.26,289.48,281.16
2022-08-09 14:00:00,2022-08-09 14:00:00,2569591,281.26,284.49,285.07,279.88
2022-08-09 15:00:00,2022-08-09 15:00:00,1760579,284.52,279.42,284.55,279.14
2022-08-09 16:00:00,2022-08-09 16:00:00,2060097,279.39,278.48,279.82,276.56
