Time,Time,Volume,Open,Close,High,Low
2022-09-30 17:00:00,2022-09-30 17:00:00,871592,271.21,267.48,271.58,266.93
2022-09-30 18:00:00,2022-09-30 18:00:00,848610,267.43,266.54,268.94,266.0
2022-09-30 19:00:00,2022-09-30 19:00:00,2540555,266.56,265.28,269.17,265.0
2022-09-30 20:00:00,2022-09-30 20:00:00,2666244,265.28,266.01,266.47,265.07
2022-09-30 21:00:00,2022-09-30 21:00:00,20162,266.01,265.87,266.4,265.7
2022-09-30 22:00:00,2022-09-30 22:00:00,10214,265.87,266.45,266.57,265.81
2022-10-03 07:00:00,2022-10-03 07:00:00,3657,260.49,258.0,265.82,257.5
2022-10-03 08:00:00,2022-10-03 08:00:00,5087,258.0,255.08,258.0,248.51
2022-10-03 09:00:00,2022-10-03 09:00:00,375,255.03,254.19,255.08,252.22
2022-10-03 10:00:00,2022-10-03 10:00:00,482,254.39,253.4,254.84,252.47
2022-10-03 11:00:00,2022-10-03 11:00:00,2672,253.4,252.96,253.4,250.08
2022-10-03 12:00:00,2022-10-03 12:00:00,191835,252.23,253.79,254.21,251.39
2022-10-03 13:00:00,2022-10-03 13:00:00,4263067,253.79,246.57,257.51,241.96
2022-10-03 14:00:00,2022-10-03 14:00:00,2384901,246.5,244.34,249.33,244.14
2022-10-03 15:00:00,2022-10-03 15:00:00,1949452,244.35,242.65,246.12,241.8
2022-10-03 16:00:00,2022-10-03 16:00:00,1236969,242.64,242.24,244.1,241.01
2022-10-03 17:00:00,2022-10-03 17:00:00,1130052,242.23,241.54,243.69,241.32
2022-10-03 18:00:00,2022-10-03 18:00:00,1422007,241.58,245.04,245.94,241.56
2022-10-03 19:00:00,2022-10-03 19:00:00,2792287,245.03,242.4,247.26,242.2
2022-10-03 20:00:00,2022-10-03 20:00:00,2215270,242.35,243.26,243.26,241.25
2022-10-03 21:00:00,2022-10-03 21:00:00,24039,243.26,243.3,243.88,243.2
2022-10-03 22:00:00,2022-10-03 22:00:00,19190,243.32,243.5,243.95,242.8
2022-10-04 07:00:00,2022-10-04 07:00:00,1393,247.78,248.97,249.73,246.0
2022-10-04 08:00:00,2022-10-04 08:00:00,1448,248.9,249.59,250.5,247.81
2022-10-04 09:00:00,2022-10-04 09:00:00,407,249.68,249.5,249.71,248.6
2022-10-04 10:00:00,2022-10-04 10:00:00,559,249.7,251.2,252.0,249.63
2022-10-04 11:00:00,2022-10-04 11:00:00,1259,251.0,250.36,251.0,249.54
2022-10-04 12:00:00,2022-10-04 12:00:00,90391,250.55,250.21,250.55,248.36
2022-10-04 13:00:00,2022-10-04 13:00:00,3058008,250.1,250.11,252.97,248.85
2022-10-04 14:00:00,2022-10-04 14:00:00,2376150,250.07,255.03,255.91,250.07
2022-10-04 15:00:00,2022-10-04 15:00:00,1396102,255.01,255.48,256.88,253.72
2022-10-04 16:00:00,2022-10-04 16:00:00,3940657,255.49,246.3,257.0,245.11
2022-10-04 17:00:00,2022-10-04 17:00:00,2432683,246.32,246.85,247.9,242.01
2022-10-04 18:00:00,2022-10-04 18:00:00,1073148,246.87,248.32,249.24,246.3
2022-10-04 19:00:00,2022-10-04 19:00:00,2257261,248.3,249.67,249.67,246.64
2022-10-04 20:00:00,2022-10-04 20:00:00,1952372,249.61,248.59,250.0,248.51
2022-10-04 21:00:00,2022-10-04 21:00:00,17763,248.6,249.01,249.63,248.39
2022-10-04 22:00:00,2022-10-04 22:00:00,17222,248.95,248.15,249.14,248.11
2022-10-05 07:00:00,2022-10-05 07:00:00,857,248.47,246.45,248.69,246.27
2022-10-05 08:00:00,2022-10-05 08:00:00,714,246.45,246.33,246.5,244.95
2022-10-05 09:00:00,2022-10-05 09:00:00,792,246.38,246.2,247.08,246.03
2022-10-05 10:00:00,2022-10-05 10:00:00,1053,246.5,247.24,247.24,245.86
2022-10-05 11:00:00,2022-10-05 11:00:00,402,247.25,245.65,247.25,245.49
2022-10-05 12:00:00,2022-10-05 12:00:00,42282,245.62,244.69,246.41,244.18
2022-10-05 13:00:00,2022-10-05 13:00:00,2449591,244.67,241.09,246.67,239.25
2022-10-05 14:00:00,2022-10-05 14:00:00,3019742,241.04,234.24,241.05,233.74
2022-10-05 15:00:00,2022-10-05 15:00:00,1986744,234.22,235.76,236.18,233.28
2022-10-05 16:00:00,2022-10-05 16:00:00,1553789,235.8,236.79,237.52,235.25
2022-10-05 17:00:00,2022-10-05 17:00:00,1446795,236.79,237.92,240.31,236.64
2022-10-05 18:00:00,2022-10-05 18:00:00,926655,237.92,240.24,240.37,237.66
2022-10-05 19:00:00,2022-10-05 19:00:00,1977795,240.23,240.87,242.32,239.91
2022-10-05 20:00:00,2022-10-05 20:00:00,1682605,240.81,240.55,241.33,239.66
2022-10-05 21:00:00,2022-10-05 21:00:00,21456,240.52,239.8,240.65,238.96
2022-10-05 22:00:00,2022-10-05 22:00:00,15868,239.75,239.55,239.95,239.4
2022-10-06 07:00:00,2022-10-06 07:00:00,3913,237.06,242.12,242.18,237.03
2022-10-06 08:00:00,2022-10-06 08:00:00,2607,242.12,239.74,242.12,238.89
2022-10-06 09:00:00,2022-10-06 09:00:00,577,239.27,238.3,239.78,238.06
2022-10-06 10:00:00,2022-10-06 10:00:00,214,238.2,238.18,238.4,238.0
2022-10-06 11:00:00,2022-10-06 11:00:00,593,238.27,238.15,238.55,237.08
2022-10-06 12:00:00,2022-10-06 12:00:00,68648,237.81,239.98,240.24,234.0
2022-10-06 13:00:00,2022-10-06 13:00:00,2118688,239.85,240.95,244.57,238.56
2022-10-06 14:00:00,2022-10-06 14:00:00,2437351,241.0,238.3,241.09,235.37
2022-10-06 15:00:00,2022-10-06 15:00:00,1174623,238.27,237.87,239.99,236.36
2022-10-06 16:00:00,2022-10-06 16:00:00,1146512,237.87,240.24,241.64,236.92
2022-10-06 17:00:00,2022-10-06 17:00:00,989361,240.27,241.68,242.87,238.86
2022-10-06 18:00:00,2022-10-06 18:00:00,902729,241.7,239.21,241.99,238.42
2022-10-06 19:00:00,2022-10-06 19:00:00,1475336,239.2,238.19,240.18,238.0
2022-10-06 20:00:00,2022-10-06 20:00:00,1185714,238.13,237.06,238.27,237.05
2022-10-06 21:00:00,2022-10-06 21:00:00,67651,237.13,237.46,238.17,237.0
2022-10-06 22:00:00,2022-10-06 22:00:00,18232,237.4,236.87,237.4,236.77
2022-10-07 07:00:00,2022-10-07 07:00:00,250,236.24,237.32,238.1,236.24
2022-10-07 08:00:00,2022-10-07 08:00:00,234,237.32,237.76,237.97,237.13
2022-10-07 09:00:00,2022-10-07 09:00:00,651,238.0,239.57,239.73,238.0
2022-10-07 10:00:00,2022-10-07 10:00:00,205,239.46,239.15,239.46,238.45
2022-10-07 11:00:00,2022-10-07 11:00:00,240,239.22,238.66,239.49,238.61
2022-10-07 12:00:00,2022-10-07 12:00:00,284154,238.61,234.24,239.23,233.3
2022-10-07 13:00:00,2022-10-07 13:00:00,2288382,234.12,230.15,234.89,229.65
2022-10-07 14:00:00,2022-10-07 14:00:00,2086480,230.2,228.47,231.49,228.01
2022-10-07 15:00:00,2022-10-07 15:00:00,1935884,228.46,226.13,229.42,225.89
2022-10-07 16:00:00,2022-10-07 16:00:00,2527654,226.12,223.27,226.16,222.1
2022-10-07 17:00:00,2022-10-07 17:00:00,1261901,223.26,223.78,225.07,222.23
2022-10-07 18:00:00,2022-10-07 18:00:00,949505,223.76,223.66,224.31,222.72
2022-10-07 19:00:00,2022-10-07 19:00:00,2412971,223.67,223.08,224.66,222.02
2022-10-07 20:00:00,2022-10-07 20:00:00,2109049,222.96,222.47,223.17,222.33
2022-10-07 21:00:00,2022-10-07 21:00:00,37665,222.47,222.15,223.06,221.73
2022-10-07 22:00:00,2022-10-07 22:00:00,5831,222.21,222.45,222.45,222.02
2022-10-10 07:00:00,2022-10-10 07:00:00,662,222.73,224.99,225.15,222.73
2022-10-10 08:00:00,2022-10-10 08:00:00,1655,224.32,219.69,224.32,218.0
2022-10-10 09:00:00,2022-10-10 09:00:00,358,219.62,220.67,220.67,219.1
2022-10-10 10:00:00,2022-10-10 10:00:00,57,220.67,220.38,220.77,220.3
2022-10-10 11:00:00,2022-10-10 11:00:00,1029,220.6,222.53,222.62,220.18
2022-10-10 12:00:00,2022-10-10 12:00:00,79429,222.5,224.35,224.35,221.5
2022-10-10 13:00:00,2022-10-10 13:00:00,3073013,224.33,224.55,226.99,218.37
2022-10-10 14:00:00,2022-10-10 14:00:00,2238899,224.53,221.14,226.51,220.72
2022-10-10 15:00:00,2022-10-10 15:00:00,1038678,221.12,224.91,225.57,220.94
2022-10-10 16:00:00,2022-10-10 16:00:00,707133,224.91,222.73,225.1,222.56
2022-10-10 17:00:00,2022-10-10 17:00:00,1156553,222.72,225.01,226.25,221.65
2022-10-10 18:00:00,2022-10-10 18:00:00,863833,225.03,223.42,225.22,222.56
2022-10-10 19:00:00,2022-10-10 19:00:00,1569487,223.46,222.93,224.76,222.86
2022-10-10 20:00:00,2022-10-10 20:00:00,1093453,222.93,222.74,223.02,222.15
2022-10-10 21:00:00,2022-10-10 21:00:00,7961,222.63,222.46,222.66,222.32
2022-10-10 22:00:00,2022-10-10 22:00:00,5225,222.68,222.88,222.93,222.32
2022-10-11 07:00:00,2022-10-11 07:00:00,361,222.28,220.5,222.86,219.0
2022-10-11 08:00:00,2022-10-11 08:00:00,375,221.1,219.94,221.5,219.4
2022-10-11 09:00:00,2022-10-11 09:00:00,119,220.13,219.55,220.13,219.5
2022-10-11 10:00:00,2022-10-11 10:00:00,362,219.67,219.9,220.29,219.35
2022-10-11 11:00:00,2022-10-11 11:00:00,374,220.4,221.15,221.26,220.25
2022-10-11 12:00:00,2022-10-11 12:00:00,27070,221.27,221.82,222.78,221.18
2022-10-11 13:00:00,2022-10-11 13:00:00,2074070,221.7,221.0,225.74,219.56
2022-10-11 14:00:00,2022-10-11 14:00:00,2293724,220.98,221.44,224.35,219.9
2022-10-11 15:00:00,2022-10-11 15:00:00,1284635,221.41,222.94,224.74,221.21
2022-10-11 16:00:00,2022-10-11 16:00:00,990576,222.98,223.14,224.66,221.52
2022-10-11 17:00:00,2022-10-11 17:00:00,959102,223.19,220.7,223.67,220.32
2022-10-11 18:00:00,2022-10-11 18:00:00,1839282,220.66,215.78,221.1,215.37
2022-10-11 19:00:00,2022-10-11 19:00:00,2243775,215.72,216.59,216.84,215.0
2022-10-11 20:00:00,2022-10-11 20:00:00,1320096,216.59,216.95,216.98,216.39
2022-10-11 21:00:00,2022-10-11 21:00:00,20948,216.95,216.05,216.99,215.77
2022-10-11 22:00:00,2022-10-11 22:00:00,14209,216.15,216.2,216.47,215.86
2022-10-12 07:00:00,2022-10-12 07:00:00,4625,219.64,218.64,220.1,217.89
2022-10-12 08:00:00,2022-10-12 08:00:00,1470,218.6,218.1,218.9,217.7
2022-10-12 09:00:00,2022-10-12 09:00:00,755,218.13,218.71,219.25,218.13
2022-10-12 10:00:00,2022-10-12 10:00:00,467,218.9,218.55,219.0,218.4
2022-10-12 11:00:00,2022-10-12 11:00:00,2120,218.55,218.46,219.65,218.23
2022-10-12 12:00:00,2022-10-12 12:00:00,144746,218.26,216.86,218.49,215.45
2022-10-12 13:00:00,2022-10-12 13:00:00,2268064,216.87,214.04,217.46,211.52
2022-10-12 14:00:00,2022-10-12 14:00:00,1776029,214.1,213.04,214.44,211.59
2022-10-12 15:00:00,2022-10-12 15:00:00,1281532,213.07,216.13,217.55,212.92
2022-10-12 16:00:00,2022-10-12 16:00:00,811478,216.17,216.05,216.71,214.02
2022-10-12 17:00:00,2022-10-12 17:00:00,711012,216.06,216.26,216.77,214.51
2022-10-12 18:00:00,2022-10-12 18:00:00,1235070,216.2,217.68,219.29,215.42
2022-10-12 19:00:00,2022-10-12 19:00:00,1580475,217.69,217.23,217.95,216.39
2022-10-12 20:00:00,2022-10-12 20:00:00,1504327,217.17,217.24,217.53,216.71
2022-10-12 21:00:00,2022-10-12 21:00:00,3658,217.25,217.05,217.4,216.89
2022-10-12 22:00:00,2022-10-12 22:00:00,5216,217.05,216.92,217.29,216.9
2022-10-13 07:00:00,2022-10-13 07:00:00,332,216.93,216.99,217.06,215.08
2022-10-13 08:00:00,2022-10-13 08:00:00,115,216.89,216.39,217.12,216.0
2022-10-13 09:00:00,2022-10-13 09:00:00,362,216.56,216.88,217.3,216.56
2022-10-13 10:00:00,2022-10-13 10:00:00,213,216.91,217.46,217.72,216.91
2022-10-13 11:00:00,2022-10-13 11:00:00,381,217.5,218.5,218.6,217.48
2022-10-13 12:00:00,2022-10-13 12:00:00,558673,218.41,209.28,219.34,208.33
2022-10-13 13:00:00,2022-10-13 13:00:00,3470887,209.29,208.16,210.35,206.22
2022-10-13 14:00:00,2022-10-13 14:00:00,2804804,208.18,209.44,211.85,206.92
2022-10-13 15:00:00,2022-10-13 15:00:00,2806919,209.43,219.59,220.37,208.51
2022-10-13 16:00:00,2022-10-13 16:00:00,1759818,219.66,219.22,222.45,216.29
2022-10-13 17:00:00,2022-10-13 17:00:00,1319269,219.28,221.02,222.99,219.28
2022-10-13 18:00:00,2022-10-13 18:00:00,989188,221.0,221.36,221.77,218.68
2022-10-13 19:00:00,2022-10-13 19:00:00,1799749,221.38,221.7,222.37,219.81
2022-10-13 20:00:00,2022-10-13 20:00:00,2320732,221.69,221.43,222.5,221.0
2022-10-13 21:00:00,2022-10-13 21:00:00,5558,221.55,221.45,221.65,221.43
2022-10-13 22:00:00,2022-10-13 22:00:00,45163,221.45,220.57,221.66,218.29
2022-10-14 07:00:00,2022-10-14 07:00:00,1720,224.18,223.15,225.2,221.2
2022-10-14 08:00:00,2022-10-14 08:00:00,1011,223.13,219.49,223.13,219.35
2022-10-14 09:00:00,2022-10-14 09:00:00,355,220.0,221.0,221.0,219.43
2022-10-14 10:00:00,2022-10-14 10:00:00,133,221.28,222.1,222.33,221.28
2022-10-14 11:00:00,2022-10-14 11:00:00,1083,222.32,220.9,223.6,220.9
2022-10-14 12:00:00,2022-10-14 12:00:00,78942,220.87,224.28,224.9,220.74
2022-10-14 13:00:00,2022-10-14 13:00:00,2963143,224.39,218.27,226.26,217.63
2022-10-14 14:00:00,2022-10-14 14:00:00,3046311,218.28,213.12,218.3,212.07
2022-10-14 15:00:00,2022-10-14 15:00:00,1933733,213.1,209.4,214.44,209.23
2022-10-14 16:00:00,2022-10-14 16:00:00,1668262,209.41,209.18,210.42,207.61
2022-10-14 17:00:00,2022-10-14 17:00:00,1148374,209.15,209.6,210.1,207.8
2022-10-14 18:00:00,2022-10-14 18:00:00,1123068,209.61,207.98,209.61,207.28
2022-10-14 19:00:00,2022-10-14 19:00:00,3528834,208.0,205.06,208.59,204.16
2022-10-14 20:00:00,2022-10-14 20:00:00,1991420,205.05,204.63,205.13,204.23
2022-10-14 21:00:00,2022-10-14 21:00:00,40096,204.63,203.75,204.73,203.5
2022-10-14 22:00:00,2022-10-14 22:00:00,8436,203.73,204.21,204.5,203.65
2022-10-15 07:00:00,2022-10-15 07:00:00,18,204.91,204.64,204.91,203.92
2022-10-15 08:00:00,2022-10-15 08:00:00,38,203.79,203.94,204.92,203.79
2022-10-15 09:00:00,2022-10-15 09:00:00,54,203.9,204.39,204.83,203.56
2022-10-15 10:00:00,2022-10-15 10:00:00,2,204.46,204.46,204.46,204.46
2022-10-15 11:00:00,2022-10-15 11:00:00,8,203.62,203.5,203.62,203.5
2022-10-15 12:00:00,2022-10-15 12:00:00,1,204.33,204.33,204.33,204.33
2022-10-15 13:00:00,2022-10-15 13:00:00,7,203.48,204.22,204.22,203.42
2022-10-15 14:00:00,2022-10-15 14:00:00,1,204.24,204.24,204.24,204.24
2022-10-15 15:00:00,2022-10-15 15:00:00,3,204.28,204.31,204.31,204.28
2022-10-16 07:00:00,2022-10-16 07:00:00,3,204.33,203.47,204.33,203.47
2022-10-16 08:00:00,2022-10-16 08:00:00,7,203.44,203.36,204.2,203.36
2022-10-16 10:00:00,2022-10-16 10:00:00,8,204.24,204.31,204.31,203.44
2022-10-16 11:00:00,2022-10-16 11:00:00,1,204.33,204.33,204.33,204.33
2022-10-16 12:00:00,2022-10-16 12:00:00,10,204.39,204.49,204.49,204.39
2022-10-16 13:00:00,2022-10-16 13:00:00,5,204.6,204.6,204.6,204.6
2022-10-16 14:00:00,2022-10-16 14:00:00,20,204.66,203.7,204.66,203.7
2022-10-16 15:00:00,2022-10-16 15:00:00,32,203.63,205.1,205.1,203.63
2022-10-17 07:00:00,2022-10-17 07:00:00,3067,207.86,209.0,212.47,206.5
2022-10-17 08:00:00,2022-10-17 08:00:00,1802,209.37,208.57,209.38,208.18
2022-10-17 09:00:00,2022-10-17 09:00:00,228,208.56,208.71,208.83,208.31
2022-10-17 10:00:00,2022-10-17 10:00:00,613,208.8,209.34,209.57,208.8
2022-10-17 11:00:00,2022-10-17 11:00:00,1048,209.15,208.0,209.15,207.52
2022-10-17 12:00:00,2022-10-17 12:00:00,82874,208.46,209.46,209.46,207.4
2022-10-17 13:00:00,2022-10-17 13:00:00,3345635,209.43,214.68,215.23,209.11
2022-10-17 14:00:00,2022-10-17 14:00:00,2680071,214.68,216.63,218.79,213.9
2022-10-17 15:00:00,2022-10-17 15:00:00,1908521,216.65,219.87,220.79,216.35
2022-10-17 16:00:00,2022-10-17 16:00:00,1291365,219.85,221.13,221.86,218.77
2022-10-17 17:00:00,2022-10-17 17:00:00,906104,221.14,220.37,221.38,219.23
2022-10-17 18:00:00,2022-10-17 18:00:00,1076248,220.35,218.49,220.83,217.72
2022-10-17 19:00:00,2022-10-17 19:00:00,1956646,218.46,219.49,220.19,217.6
2022-10-17 20:00:00,2022-10-17 20:00:00,3027738,219.49,220.23,220.69,219.18
2022-10-17 21:00:00,2022-10-17 21:00:00,30659,220.23,220.81,220.96,220.11
2022-10-17 22:00:00,2022-10-17 22:00:00,59167,220.84,221.92,222.18,220.79
2022-10-18 07:00:00,2022-10-18 07:00:00,2379,225.52,226.46,232.0,224.2
2022-10-18 08:00:00,2022-10-18 08:00:00,1564,226.32,223.53,226.32,223.5
2022-10-18 09:00:00,2022-10-18 09:00:00,517,223.32,224.29,224.38,222.85
2022-10-18 10:00:00,2022-10-18 10:00:00,760,224.42,224.72,226.0,224.42
2022-10-18 11:00:00,2022-10-18 11:00:00,2741,224.92,227.6,229.0,224.87
2022-10-18 12:00:00,2022-10-18 12:00:00,88111,227.7,229.31,229.6,227.36
2022-10-18 13:00:00,2022-10-18 13:00:00,2993390,229.24,221.38,229.8,220.93
2022-10-18 14:00:00,2022-10-18 14:00:00,2257956,221.38,219.82,224.59,218.51
2022-10-18 15:00:00,2022-10-18 15:00:00,1289936,219.83,219.56,221.05,217.56
2022-10-18 16:00:00,2022-10-18 16:00:00,1063787,219.56,220.15,222.5,218.86
2022-10-18 17:00:00,2022-10-18 17:00:00,1062439,220.19,221.22,221.54,219.2
2022-10-18 18:00:00,2022-10-18 18:00:00,979412,221.19,218.78,221.5,218.18
2022-10-18 19:00:00,2022-10-18 19:00:00,1392980,218.76,220.24,220.87,217.24
2022-10-18 20:00:00,2022-10-18 20:00:00,958424,220.24,224.1,224.2,219.78
2022-10-18 21:00:00,2022-10-18 21:00:00,23279,223.92,223.8,224.13,223.56
2022-10-18 22:00:00,2022-10-18 22:00:00,9525,223.77,223.6,224.1,223.1
2022-10-19 07:00:00,2022-10-19 07:00:00,1467,221.89,221.23,222.46,219.97
2022-10-19 08:00:00,2022-10-19 08:00:00,902,221.23,220.33,221.6,218.52
2022-10-19 09:00:00,2022-10-19 09:00:00,1418,220.25,222.94,223.45,220.25
2022-10-19 10:00:00,2022-10-19 10:00:00,237,222.9,222.05,223.0,221.2
2022-10-19 11:00:00,2022-10-19 11:00:00,1286,222.4,220.47,223.14,219.29
2022-10-19 12:00:00,2022-10-19 12:00:00,57589,220.91,218.8,220.91,218.13
2022-10-19 13:00:00,2022-10-19 13:00:00,1533540,218.85,219.78,222.17,217.78
2022-10-19 14:00:00,2022-10-19 14:00:00,2348413,219.75,219.91,222.92,218.97
2022-10-19 15:00:00,2022-10-19 15:00:00,878679,219.96,221.53,222.3,219.73
2022-10-19 16:00:00,2022-10-19 16:00:00,792966,221.55,219.95,221.76,219.6
2022-10-19 17:00:00,2022-10-19 17:00:00,638158,219.91,220.39,220.58,218.66
2022-10-19 18:00:00,2022-10-19 18:00:00,674641,220.37,220.97,221.86,220.04
2022-10-19 19:00:00,2022-10-19 19:00:00,1831788,220.98,222.4,222.85,220.48
2022-10-19 20:00:00,2022-10-19 20:00:00,2970731,222.04,214.24,228.28,206.0
2022-10-19 21:00:00,2022-10-19 21:00:00,418774,214.24,212.33,218.55,212.2
2022-10-19 22:00:00,2022-10-19 22:00:00,163466,212.6,210.81,212.7,210.26
2022-10-20 07:00:00,2022-10-20 07:00:00,1690,210.76,209.36,210.76,208.95
2022-10-20 08:00:00,2022-10-20 08:00:00,1671,209.0,208.78,210.49,207.41
2022-10-20 09:00:00,2022-10-20 09:00:00,1110,208.81,209.19,210.0,208.8
2022-10-20 10:00:00,2022-10-20 10:00:00,630,209.19,210.0,211.23,208.34
2022-10-20 11:00:00,2022-10-20 11:00:00,1523,210.09,210.11,212.35,209.6
2022-10-20 12:00:00,2022-10-20 12:00:00,193636,210.11,207.77,210.11,207.41
2022-10-20 13:00:00,2022-10-20 13:00:00,5405278,207.8,204.15,210.94,202.0
2022-10-20 14:00:00,2022-10-20 14:00:00,4403931,204.17,213.13,213.47,203.77
2022-10-20 15:00:00,2022-10-20 15:00:00,2344781,213.13,212.0,215.56,211.89
2022-10-20 16:00:00,2022-10-20 16:00:00,1888157,212.02,208.07,212.32,207.5
2022-10-20 17:00:00,2022-10-20 17:00:00,1227772,208.07,206.25,209.34,205.76
2022-10-20 18:00:00,2022-10-20 18:00:00,1272756,206.18,206.94,207.58,205.01
2022-10-20 19:00:00,2022-10-20 19:00:00,2044143,206.93,207.14,208.5,205.99
2022-10-20 20:00:00,2022-10-20 20:00:00,1887184,207.21,206.55,207.75,206.15
2022-10-20 21:00:00,2022-10-20 21:00:00,14795,206.55,206.18,206.72,206.05
2022-10-20 22:00:00,2022-10-20 22:00:00,15586,206.18,206.11,206.35,205.9
2022-10-21 07:00:00,2022-10-21 07:00:00,1829,207.41,206.8,208.0,203.3
2022-10-21 08:00:00,2022-10-21 08:00:00,1554,206.55,204.92,208.5,204.78
2022-10-21 09:00:00,2022-10-21 09:00:00,1566,205.12,206.0,206.09,204.6
2022-10-21 10:00:00,2022-10-21 10:00:00,271,206.0,205.37,206.45,204.9
2022-10-21 11:00:00,2022-10-21 11:00:00,1600,205.37,204.91,205.68,203.8
2022-10-21 12:00:00,2022-10-21 12:00:00,122754,204.97,203.98,204.97,203.0
2022-10-21 13:00:00,2022-10-21 13:00:00,3234737,203.98,208.06,208.9,203.8
2022-10-21 14:00:00,2022-10-21 14:00:00,2451475,208.05,208.69,210.47,206.25
2022-10-21 15:00:00,2022-10-21 15:00:00,1577692,208.75,211.73,211.78,207.79
2022-10-21 16:00:00,2022-10-21 16:00:00,1254716,211.79,212.02,212.59,210.89
2022-10-21 17:00:00,2022-10-21 17:00:00,996386,212.01,212.44,212.58,210.72
2022-10-21 18:00:00,2022-10-21 18:00:00,932269,212.42,212.73,213.89,212.24
2022-10-21 19:00:00,2022-10-21 19:00:00,2203498,212.73,214.45,214.65,212.29
2022-10-21 20:00:00,2022-10-21 20:00:00,2017031,214.44,214.36,214.65,214.05
2022-10-21 21:00:00,2022-10-21 21:00:00,15879,214.4,214.37,214.45,214.2
2022-10-21 22:00:00,2022-10-21 22:00:00,15674,214.35,214.5,214.95,214.26
2022-10-22 07:00:00,2022-10-22 07:00:00,3,213.99,213.95,213.99,213.95
2022-10-22 08:00:00,2022-10-22 08:00:00,2,213.93,214.82,214.82,213.93
2022-10-22 09:00:00,2022-10-22 09:00:00,1,213.93,213.93,213.93,213.93
2022-10-22 10:00:00,2022-10-22 10:00:00,4,214.84,213.97,214.84,213.97
2022-10-22 11:00:00,2022-10-22 11:00:00,10,213.86,213.75,213.86,213.75
2022-10-22 12:00:00,2022-10-22 12:00:00,5,213.68,213.68,213.68,213.68
2022-10-22 13:00:00,2022-10-22 13:00:00,2,213.61,213.59,213.61,213.59
2022-10-23 07:00:00,2022-10-23 07:00:00,6,213.51,213.51,213.51,213.51
2022-10-23 08:00:00,2022-10-23 08:00:00,8,213.4,213.31,213.4,213.31
2022-10-23 09:00:00,2022-10-23 09:00:00,15,214.31,214.31,214.31,214.31
2022-10-23 10:00:00,2022-10-23 10:00:00,29,213.43,214.18,214.21,213.26
2022-10-23 11:00:00,2022-10-23 11:00:00,25,213.08,213.65,213.65,212.81
2022-10-23 12:00:00,2022-10-23 12:00:00,7,213.67,213.76,213.76,212.88
2022-10-23 13:00:00,2022-10-23 13:00:00,2,212.88,213.76,213.76,212.88
2022-10-23 14:00:00,2022-10-23 14:00:00,11,212.87,213.9,213.9,212.87
2022-10-23 15:00:00,2022-10-23 15:00:00,9,213.02,212.9,213.9,212.9
2022-10-24 07:00:00,2022-10-24 07:00:00,1149,213.67,213.38,218.64,212.13
2022-10-24 08:00:00,2022-10-24 08:00:00,3207,213.0,208.1,213.01,205.71
2022-10-24 09:00:00,2022-10-24 09:00:00,431,207.95,208.8,208.8,207.32
2022-10-24 10:00:00,2022-10-24 10:00:00,938,209.0,207.2,209.0,206.5
2022-10-24 11:00:00,2022-10-24 11:00:00,1131,207.1,209.86,210.5,207.0
2022-10-24 12:00:00,2022-10-24 12:00:00,61278,209.53,208.35,209.6,207.9
2022-10-24 13:00:00,2022-10-24 13:00:00,3758730,208.35,203.81,208.58,202.42
2022-10-24 14:00:00,2022-10-24 14:00:00,5383972,203.83,204.37,204.72,198.59
2022-10-24 15:00:00,2022-10-24 15:00:00,1495419,204.45,205.52,205.54,202.83
2022-10-24 16:00:00,2022-10-24 16:00:00,1201516,205.5,207.04,207.54,205.27
2022-10-24 17:00:00,2022-10-24 17:00:00,1141454,207.08,206.61,207.7,205.74
2022-10-24 18:00:00,2022-10-24 18:00:00,1017765,206.63,209.96,210.41,206.58
2022-10-24 19:00:00,2022-10-24 19:00:00,2195158,209.94,211.3,213.5,209.85
2022-10-24 20:00:00,2022-10-24 20:00:00,1653760,211.23,211.13,211.36,210.66
2022-10-24 21:00:00,2022-10-24 21:00:00,15571,211.16,210.3,211.17,210.06
2022-10-24 22:00:00,2022-10-24 22:00:00,4247,210.21,210.52,210.72,210.2
2022-10-25 07:00:00,2022-10-25 07:00:00,1612,209.8,210.28,210.93,209.22
2022-10-25 08:00:00,2022-10-25 08:00:00,580,209.95,209.8,210.73,209.1
2022-10-25 09:00:00,2022-10-25 09:00:00,462,209.81,208.91,209.81,208.76
2022-10-25 10:00:00,2022-10-25 10:00:00,228,208.76,209.86,209.86,208.64
2022-10-25 11:00:00,2022-10-25 11:00:00,743,209.61,209.38,210.8,209.35
2022-10-25 12:00:00,2022-10-25 12:00:00,28346,209.38,209.65,209.68,208.76
2022-10-25 13:00:00,2022-10-25 13:00:00,2884151,209.59,217.46,218.07,209.59
2022-10-25 14:00:00,2022-10-25 14:00:00,2937252,217.47,220.6,220.87,217.06
2022-10-25 15:00:00,2022-10-25 15:00:00,1935181,220.6,222.39,222.8,220.54
2022-10-25 16:00:00,2022-10-25 16:00:00,1816535,222.4,222.06,224.34,221.77
2022-10-25 17:00:00,2022-10-25 17:00:00,2358258,222.07,219.02,222.72,218.2
2022-10-25 18:00:00,2022-10-25 18:00:00,1264356,219.05,221.44,222.49,218.94
2022-10-25 19:00:00,2022-10-25 19:00:00,1795273,221.42,222.41,223.06,221.33
2022-10-25 20:00:00,2022-10-25 20:00:00,1660709,222.41,219.37,222.45,216.61
